tweet_id,favorite_count,retweet_count
829141528400556032,26032,8087
829011960981237760,56300,17677
828801551087042563,0,3713
828770345708580865,27154,6420
828708714936930305,38911,12262
828650029636317184,10094,1471
828409743546925057,6682,1255
828408677031882754,8122,1403
828381636999917570,13420,2425
828376505180889089,7851,1161
828372645993398273,13319,3205
828361771580813312,2334,184
828046555563323392,12514,3125
828011680017821696,11023,2343
827933404142436356,21428,5706
827653905312006145,16410,3285
827600520311402496,7876,1035
827324948884643840,16903,3347
827199976799354881,11255,2454
826958653328592898,22965,5475
826848821049180160,38827,11183
826615380357632002,0,4315
826598799820865537,5443,279
826598365270007810,10727,2566
826476773533745153,19605,4581
826240494070030336,14128,2828
826204788643753985,5197,1018
826115272272650244,16702,3428
825876512159186944,11145,2043
825829644528148480,13574,2724
825535076884762624,55468,18825
825147591692263424,19509,5006
825120256414846976,0,1407
825026590719483904,6766,1407
824796380199809024,0,6013
824775126675836928,15946,3858
824663926340194305,10737,1900
824325613288833024,12557,11371
824297048279236611,16053,4233
824025158776213504,5092,646
823939628516474880,11366,2971
823719002937630720,0,12309
823699002998870016,13420,2653
823581115634085888,13904,2897
823333489516937216,747,29
823322678127919110,16798,4402
823269594223824897,0,10817
822975315408461824,18461,3770
822872901745569793,141351,48128
822859134160621569,14106,2498
822647212903690241,0,7047
822610361945911296,15770,3248
822489057087389700,19377,7047
822462944365645825,30448,16107
822244816520155136,37430,10817
822163064745328640,0,5277
821886076407029760,12141,2570
821813639212650496,0,3664
821765923262631936,9009,1826
821522889702862852,8580,1940
821421320206483457,0,6150
821407182352777218,12596,4783
821153421864615936,273,10
821149554670182400,9334,2210
821107785811234820,10260,2338
821044531881721856,13544,2515
820837357901512704,0,7355
820749716845686786,33745,10908
820690176645140481,13049,3546
820494788566847489,0,624
820446719150292993,0,2840
820314633777061888,3570,624
820078625395449857,21200,6904
820013781606658049,0,1304
819952236453363712,5696,1304
819924195358416896,13764,5323
819711362133872643,14418,3451
819588359383371776,10227,2162
819347104292290561,7733,1326
819238181065359361,2444,446
819227688460238848,24725,7355
819015337530290176,0,40325
819015331746349057,0,20789
819006400881917954,48333,20789
819004803107983360,92482,40325
818646164899774465,0,22974
818627210458333184,23775,8198
818614493328580609,10569,2840
818588835076603904,0,6761
818536468981415936,11688,2730
818307523543449600,0,8953
818259473185828864,11820,2520
818145370475810820,13164,2864
817908911860748288,5187,866
817827839487737858,55599,29885
817777686764523521,11465,2942
817536400337801217,12644,3343
817502432452313088,0,3734
817423860136083457,36699,16492
817415592588222464,6020,1061
817181837579653120,0,9377
817171292965273600,9357,2213
817120970343411712,13055,2889
817056546584727552,9196,1820
816829038950027264,0,5198
816816676327063552,10720,2242
816697700272001025,10517,2435
816450570814898180,32804,8953
816336735214911488,9230,2154
816091915477250048,9581,2375
816062466425819140,0,1148
816014286006976512,0,5864
815990720817401858,5362,1148
815966073409433600,24092,9377
815745968457060357,0,4561
815736392542261248,10559,2505
815639385530101762,8820,1814
815390420867969024,11103,4199
814986499976527872,8201,1426
814638523311648768,12109,2991
814578408554463233,0,6406
814530161257443328,9299,2046
814153002265309185,30887,9592
813944609378369540,0,3533
813910438903693312,9978,2080
813812741911748608,39027,15461
813800681631023104,8969,1945
813217897535406080,20076,8051
813202720496779264,9860,1982
813187593374461952,21310,4818
813172488309972993,10029,2112
813157409116065792,8330,2451
813142292504645637,9045,2604
813130366689148928,4800,488
813127251579564032,12746,3452
813112105746448384,11113,3043
813096984823349248,11307,3983
813081950185472002,10612,3055
813066809284972545,8552,2147
813051746834595840,22520,8098
812781120811126785,8149,2111
812747805718642688,0,7664
812709060537683968,7123,1575
812503143955202048,6537,1351
812466873996607488,8592,2122
812372279581671427,14735,4045
811985624773361665,7805,1548
811744202451197953,8122,1780
811647686436880384,6005,823
811627233043480576,13776,3465
811386762094317568,22478,7066
810984652412424192,5733,1582
810896069567610880,9737,1978
810657578271330305,11789,2920
810284430598270976,38166,12618
810254108431155201,15800,3713
809920764300447744,16663,4315
809808892968534016,0,5418
809448704142938112,7453,1622
809220051211603969,21461,6222
809084759137812480,14224,3874
808838249661788160,10868,3361
808733504066486276,8511,2399
808501579447930884,12149,2880
808344865868283904,45760,22974
808134635716833280,0,6583
808106460588765185,9382,2427
808001312164028416,13535,3909
807621403335917568,15694,4075
807106840509214720,121304,59962
807059379405148160,0,8118
807010152071229440,14030,4229
806629075125202948,80926,38591
806620845233815552,0,6108
806576416489959424,5215,2124
806542213899489280,11001,2619
806242860592926720,0,12951
806219024703037440,6911,1324
805958939288408065,0,5959
805932879469572096,8900,2114
805826884734976000,7098,2025
805823200554876929,0,8914
805520635690676224,6175,1823
805487436403003392,9446,2803
805207613751304193,8406,1889
804738756058218496,14805,4268
804475857670639616,6627,2220
804413760345620481,0,3563
804026241225523202,48099,17962
803773340896923648,10823,3067
803692223237865472,0,8222
803638050916102144,11850,4585
803380650405482500,8350,2056
803321560782307329,0,5890
803276597545603072,10801,2738
802952499103731712,9734,2225
802624713319034886,0,3246
802600418706604034,7674,1629
802572683846291456,9630,2773
802323869084381190,17515,6473
802265048156610565,7116,1512
802239329049477120,9793,2882
802185808107208704,0,295
801958328846974976,8324,1890
801854953262350336,1895,260
801538201127157760,8832,2279
801285448605831168,6536,921
801167903437357056,26423,6583
801127390143516673,0,4403
801115127852503040,8719,2316
800859414831898624,745,107
800855607700029440,0,1807
800751577355128832,11317,3076
800513324630806528,14165,3332
800459316964663297,10196,2395
800443802682937345,0,4782
800388270626521089,12023,3106
800188575492947969,0,4368
800141422401830912,16509,2840
800018252395122689,30615,14607
799774291445383169,0,5195
799757965289017345,9066,2399
799422933579902976,8674,2119
799308762079035393,0,6140
799297110730567681,10695,3073
799063482566066176,8740,2729
798933969379225600,14204,4965
798925684722855936,8021,1593
798705661114773508,0,7327
798701998996647937,0,8654
798697898615730177,0,7213
798694562394996736,0,5497
798686750113755136,0,2577
798682547630837760,0,5236
798673117451325440,0,6150
798665375516884993,0,4311
798644042770751489,0,2050
798628517273620480,0,2176
798585098161549313,0,6330
798576900688019456,0,6507
798340744599797760,0,3728
798209839306514432,11205,2835
797971864723324932,12570,3480
797545162159308800,15648,5382
797236660651966464,21587,7355
797165961484890113,248,29
796904159865868288,0,9863
796865951799083009,8284,2110
796759840936919040,12811,3389
796563435802726400,0,8098
796484825502875648,8178,1950
796387464403357696,11884,4613
796177847564038144,0,15866
796149749086875649,34933,15866
796125600683540480,5326,1977
796116448414461957,9799,2686
796080075804475393,9120,2571
796031486298386433,11658,4087
795464331001561088,53784,26410
795400264262053889,10908,3175
795076730285391872,17524,6013
794983741416415232,0,3736
794926597468000259,11100,2559
794355576146903043,0,11407
794332329137291264,10321,2928
794205286408003585,9917,3666
793962221541933056,18160,5418
793845145112371200,9925,2082
793614319594401792,0,3455
793601777308463104,8604,1816
793500921481273345,11543,2643
793286476301799424,26568,10200
793271401113350145,9327,2624
793256262322548741,21563,9242
793241302385262592,11351,3634
793226087023144960,10623,3174
793210959003287553,9639,3120
793195938047070209,16478,6230
793180763617361921,7464,2205
793165685325201412,10145,3085
793150605191548928,6651,1890
793135492858580992,6978,2770
793120401413079041,13696,4333
792913359805018113,15476,4454
792883833364439040,12214,4732
792773781206999040,7928,1861
792394556390137856,14535,4749
792050063153438720,7747,1989
791821351946420224,0,23287
791784077045166082,0,10682
791780927877898241,0,4208
791774931465953280,48714,24593
791672322847637504,12690,3455
791406955684368384,14166,4561
791312159183634433,9479,2817
791026214425268224,0,4560
790987426131050500,10675,2367
790946055508652032,17922,5198
790723298204217344,0,2569
790698755171364864,8840,2111
790581949425475584,22304,7953
790337589677002753,8442,2064
790277117346975746,13520,3533
790227638568808452,0,3954
789986466051088384,9977,2569
789960241177853952,0,4596
789903600034189313,11214,4576
789628658055020548,8113,1971
789599242079838210,7298,2146
789530877013393408,12693,3736
789314372632018944,9275,2550
789280767834746880,0,5477
789268448748703744,9828,2855
789137962068021249,10459,3094
788908386943430656,29539,13714
788765914992902144,29581,11407
788552643979468800,0,7970
788412144018661376,16824,5863
788178268662984705,7805,2342
788150585577050112,6638,1440
788070120937619456,0,3782
788039637453406209,6630,1469
787810552592695296,9360,3374
787717603741622272,11008,3078
787397959788929025,11689,3136
787322443945877504,8399,1928
787111942498508800,0,7414
786963064373534720,28636,8848
786729988674449408,0,2676
786709082849828864,19576,6731
786664955043049472,11494,2839
786595970293370880,10127,3424
786363235746385920,11753,3879
786286427768250368,8596,3163
786233965241827333,16497,5277
786051337297522688,1550,169
786036967502913536,0,7808
785927819176054784,12235,3496
785872687017132033,7197,2019
785639753186217984,8411,2454
785533386513321988,9811,2219
785515384317313025,6562,1389
785264754247995392,7810,1813
785170936622350336,13023,5372
784826020293709826,10910,3563
784517518371221505,9662,2802
784431430411685888,6127,1414
784183165795655680,21650,8914
784057939640352768,32189,12309
783839966405230592,32341,11943
783821107061198850,7928,2171
783695101801398276,11243,3560
783466772167098368,9084,2487
783391753726550016,18155,6085
783347506784731136,0,6182
783334639985389568,31456,12951
783085703974514689,8753,2452
782969140009107456,25936,8118
782747134529531904,8032,1541
782722598790725632,18560,5959
782598640137187329,8366,2067
782305867769217024,17932,6150
782021823840026624,0,6887
781955203444699136,11936,3709
781661882474196992,11239,2985
781655249211752448,4302,1237
781524693396357120,22309,6108
781308096455073793,7662,2807
781251288990355457,9068,2316
781163403222056960,10493,3006
780931614150983680,23254,8098
780858289093574656,7727,2197
780800785462489090,5929,1431
780601303617732608,12987,3664
780543529827336192,6769,1908
780496263422808064,0,4092
780476555013349377,0,128
780459368902959104,5678,1173
780192070812196864,9361,2463
780092040432480260,0,2531
780074436359819264,13157,5504
779834332596887552,20409,7808
779377524342161408,9475,3426
779124354206535695,0,20279
779123168116150273,12683,4010
779056095788752897,15894,4977
778990705243029504,21533,8016
778774459159379968,0,10971
778764940568104960,920,403
778748913645780993,7405,1468
778650543019483137,6196,1643
778624900596654080,4999,1118
778408200802557953,14650,4786
778396591732486144,0,13480
778383385161035776,6266,1211
778286810187399168,11166,3644
778039087836069888,9101,2892
778027034220126208,7040,1783
777953400541634568,0,3873
777885040357281792,6826,1812
777684233540206592,12046,3246
777641927919427584,0,4675
777621514455814149,9415,2741
777189768882946048,15369,4765
776819012571455488,0,15119
776813020089548800,5233,1327
776477788987613185,9496,3085
776249906839351296,0,10070
776218204058357768,32202,17562
776201521193218049,10286,2774
776113305656188928,12599,4782
776088319444877312,1969,167
775898661951791106,0,18036
775842724423557120,12562,2947
775733305207554048,14828,4403
775729183532220416,13841,5021
775364825476165632,7962,3270
775350846108426240,10874,4298
775085132600442880,16656,5195
774757898236878852,9144,1945
774639387460112384,7195,1910
774314403806253056,23328,6140
773985732834758656,11512,4263
773922284943896577,6850,1902
773704687002451968,7071,1801
773670353721753600,5695,1421
773547596996571136,23643,6761
773336787167145985,0,5592
773308824254029826,24882,8199
773247561583001600,10085,3525
773191612633579521,10693,4507
772877495989305348,9183,4250
772826264096874500,8539,2550
772615324260794368,0,3695
772581559778025472,6934,1848
772193107915964416,6423,1516
772152991789019136,4049,1227
772117678702071809,4011,802
772114945936949249,2900,517
772102971039580160,4294,1014
771908950375665664,7042,2085
771770456517009408,12849,3728
771500966810099713,8857,2875
771380798096281600,11264,5592
771171053431250945,0,8289
771136648247640064,9839,3211
771102124360998913,6669,1571
771014301343748096,7354,1812
770787852854652928,5311,1340
770772759874076672,5559,1551
770655142660169732,7832,1905
770414278348247044,6730,2259
770293558247038976,6675,1631
770093767776997377,0,3326
770069151037685760,8109,2524
769940425801170949,33672,10579
769695466921623552,6836,1822
769335591808995329,0,8415
769212283578875904,5768,1873
768970937022709760,15404,7157
768909767477751808,0,2956
768855141948723200,4482,971
768609597686943744,4402,1328
768596291618299904,5370,1398
768554158521745409,0,6369
768473857036525572,14568,3746
768193404517830656,11658,3873
767884188863397888,5074,1534
767754930266464257,17148,5890
767500508068192258,8009,2549
767191397493538821,13119,4168
767122157629476866,10824,3124
766864461642756096,0,6194
766793450729734144,5431,1486
766714921925144576,2783,423
766693177336135680,4316,863
766423258543644672,6432,1744
766313316352462849,7250,2060
766078092750233600,0,2838
766069199026450432,4579,947
766008592277377025,3994,538
765719909049503744,7737,2353
765669560888528897,5550,1329
765395769549590528,28183,3706
765371061932261376,7579,2355
765222098633691136,12412,3695
764857477905154048,6862,1934
764259802650378240,6459,1659
763956972077010945,790,59
763837565564780549,13485,4560
763183847194451968,5770,1611
763167063695355904,0,3294
763103485927849985,7862,2489
762699858130116608,12997,3954
762471784394268675,12059,7084
762464539388485633,11036,4596
762316489655476224,5145,1232
762035686371364864,34173,17024
761976711479193600,5766,2208
761750502866649088,0,4308
761745352076779520,4537,938
761672994376806400,52871,31661
761599872357261312,4405,1282
761371037149827077,0,19579
761334018830917632,5557,1586
761292947749015552,4766,1201
761227390836215808,5675,1698
761004547850530816,12057,3782
760893934457552897,4077,1059
760656994973933572,7053,2101
760641137271070720,5282,1410
760539183865880579,8079,3953
760521673607086080,4507,1521
760290219849637889,28582,12523
760252756032651264,4197,943
760190180481531904,6083,1975
760153949710192640,0,34
759943073749200896,6329,2281
759923798737051648,15659,6194
759846353224826880,7168,2165
759793422261743616,6354,2074
759566828574212096,0,23049
759557299618865152,5017,1281
759447681597108224,9048,2676
759446261539934208,1780,531
759197388317847553,6465,2116
759159934323924993,0,1275
759099523532779520,15496,4558
759047813560868866,6947,2197
758854675097526272,3785,975
758828659922702336,11922,4174
758474966123810816,4073,1080
758467244762497024,5121,2428
758405701903519748,5538,2101
758355060040593408,3659,1185
758099635764359168,20463,10971
758041019896193024,2883,407
757741869644341248,7337,3543
757729163776290825,0,8830
757725642876129280,4832,1326
757611664640446465,4852,1216
757597904299253760,0,318
757596066325864448,4626,1156
757400162377592832,16130,7433
757393109802180609,6217,1903
757354760399941633,4813,1547
756998049151549440,6673,2166
756939218950160384,7085,2185
756651752796094464,5405,1432
756526248105566208,11077,3936
756303284449767430,4208,1180
756288534030475264,45536,19030
756275833623502848,6857,1662
755955933503782912,7816,3144
755206590534418437,17529,5854
755110668769038337,22607,12051
754874841593970688,0,8730
754856583969079297,7321,2754
754747087846248448,2746,570
754482103782404096,5655,2122
754449512966619136,3983,799
754120377874386944,8327,2543
753655901052166144,6222,2371
753420520834629632,8425,3874
753398408988139520,6155,2087
753375668877008896,8119,2531
753298634498793472,0,6278
753294487569522689,3617,1130
753039830821511168,39473,22768
753026973505581056,4140,1059
752932432744185856,13416,7414
752917284578922496,7320,1712
752701944171524096,0,3138
752682090207055872,6374,1746
752660715232722944,4687,1717
752568224206688256,5894,2486
752519690950500352,7849,3745
752334515931054080,4061,1193
752309394570878976,0,18136
752173152931807232,6330,2009
751950017322246144,3272,1014
751937170840121344,5548,1461
751830394383790080,6168,2130
751793661361422336,6230,3170
751598357617971201,8400,3303
751583847268179968,4691,1214
751538714308972544,5353,1378
751456908746354688,3398,1084
751251247299190784,13277,6376
751205363882532864,6709,1990
751132876104687617,5400,1417
750868782890057730,5083,1510
750719632563142656,14034,5477
750506206503038976,4719,1248
750429297815552001,14013,4675
750383411068534784,4823,1232
750381685133418496,733,32
750147208377409536,3288,1051
750132105863102464,3856,1381
750117059602808832,4597,1413
750101899009982464,3232,914
750086836815486976,2307,591
750071704093859840,8355,3622
750056684286914561,3330,971
750041628174217216,3373,672
750026558547456000,2883,858
750011400160841729,3449,991
749996283729883136,3220,879
749981277374128128,5430,2656
749774190421639168,4927,1420
749417653287129088,6471,1813
749403093750648834,2792,594
749395845976588288,9142,3761
749317047558017024,5823,2404
749075273010798592,6125,2240
749064354620928000,5085,1632
749036806121881602,3291,845
748977405889503236,11369,3686
748932637671223296,6204,2450
748705597323898880,2930,1027
748699167502000129,5024,1733
748692773788876800,4497,1443
748575535303884801,6429,2161
748568946752774144,2310,728
748346686624440324,5551,1341
748337862848962560,8155,4472
748324050481647620,3931,832
748307329658011649,3887,772
748220828303695873,14971,8428
747963614829678593,6136,2326
747933425676525569,7020,2763
747885874273214464,3132,1069
747844099428986880,2972,811
747816857231626240,5145,1255
747651430853525504,1460,170
747648653817413632,13656,6324
747600769478692864,2455,594
747594051852075008,3911,1137
747512671126323200,5880,1715
747461612269887489,4099,1117
747439450712596480,5744,2079
747242308580548608,0,3115
747219827526344708,5586,1712
747204161125646336,3578,994
747103485104099331,10145,4318
746906459439529985,3055,321
746872823977771008,6345,2323
746818907684614144,5614,1862
746790600704425984,5161,1715
746757706116112384,10129,4208
746726898085036033,6389,1934
746542875601690625,5325,2016
746521445350707200,0,1062
746507379341139972,4901,1167
746369468511756288,6525,1782
746131877086527488,7306,2378
746056683365994496,3754,885
745789745784041472,4267,1153
745712589599014916,7386,2508
745433870967832576,7508,2743
745422732645535745,9067,2626
745314880350101504,7573,2995
745074613265149952,8284,3809
745057283344719872,7646,2455
744995568523612160,3147,674
744971049620602880,8332,2905
744709971296780288,5913,1680
744334592493166593,7158,2307
744234799360020481,165070,84358
744223424764059648,1795,401
743980027717509120,4386,1172
743895849529389061,3849,1032
743835915802583040,0,2253
743609206067040256,4735,1486
743595368194129920,19514,7078
743545585370791937,3723,1007
743510151680958465,8341,3979
743253157753532416,4478,1308
743222593470234624,6546,2053
743210557239623680,4051,1467
742534281772302336,7443,3835
742528092657332225,4684,2149
742465774154047488,7667,4185
742423170473463808,10395,4092
742385895052087300,7172,2144
742161199639494656,4571,1479
742150209887731712,5424,1681
741793263812808706,4816,1626
741743634094141440,8637,2981
741438259667034112,3876,898
741303864243200000,9260,3486
741099773336379392,10596,5969
741067306818797568,9964,3326
740995100998766593,6751,2982
740711788199743490,3592,1004
740699697422163968,2989,842
740676976021798912,19149,7327
740373189193256964,36692,14316
740365076218183684,2617,471
740359016048689152,3481,921
740214038584557568,7060,2118
739979191639244800,21051,6369
739932936087216128,4278,1161
739844404073074688,3998,917
739623569819336705,4017,1461
739606147276148736,5682,1785
739544079319588864,41884,23049
739485634323156992,7588,3166
739238157791694849,122152,62509
738891149612572673,113,6
738885046782832640,3979,1228
738883359779196928,3525,876
738537504001953792,5372,1681
738402415918125056,3449,911
738184450748633089,4546,1303
738166403467907072,9283,3667
738156290900254721,2677,705
737826014890496000,5554,1898
737800304142471168,10530,3720
737678689543020544,5321,1432
737445876994609152,10867,4800
737322739594330112,3806,872
737310737551491075,15486,7964
736736130620620800,4559,1866
736392552031657984,18719,7970
736365877722001409,4202,1345
736225175608430592,8570,2975
736010884653420544,8333,3200
735991953473572864,3793,1232
735648611367784448,4230,1179
735635087207878657,6514,2535
735274964362878976,13706,5452
735256018284875776,3519,950
735137028879360001,3304,1041
734912297295085568,2882,552
734787690684657664,13232,6771
734776360183431168,2644,583
734559631394082816,1573,424
733828123016450049,3788,834
